x,y,z,yaw,velocity,change_flag
-15172.4043,-84972.9766,33.9025,-2.2726,25.0317,0
-15173.4648,-84974.1953,33.8647,-2.2750,32.2557,0
-15174.3691,-84975.2500,33.8343,-2.2771,25.2433,0
-15175.3916,-84976.4297,33.7923,-2.2790,28.4872,0
-15176.4072,-84977.6094,33.7527,-2.2808,28.6472,0
-15177.4023,-84978.7422,33.7224,-2.2828,27.8613,0
-15178.4180,-84979.9141,33.6673,-2.2849,27.4284,0
-15179.3916,-84981.0156,33.6223,-2.2868,26.3323,0
-15180.4160,-84982.1641,33.5685,-2.2881,28.7130,0
-15181.4648,-84983.3516,33.5223,-2.2896,27.0859,0
-15182.4336,-84984.4453,33.4619,-2.2914,26.0693,0
-15183.4795,-84985.6328,33.4093,-2.2929,27.0197,0
-15184.4766,-84986.7422,33.3609,-2.2947,29.9901,0
-15185.5117,-84987.8906,33.2998,-2.2970,32.7394,0
-15186.5352,-84989.0312,33.2290,-2.2999,29.0238,0
-15187.5645,-84990.1719,33.1624,-2.3034,27.3176,0
-15188.5986,-84991.2891,33.1021,-2.3059,27.2299,0
-15189.6045,-84992.3906,33.0366,-2.3083,26.8007,0
-15190.6553,-84993.5625,32.9660,-2.3092,29.3879,0
-15191.7070,-84994.6953,32.9034,-2.3100,27.8926,0
-15192.7227,-84995.7969,32.8275,-2.3107,27.0508,0
-15193.7715,-84996.9375,32.7549,-2.3110,28.2290,0
-15194.8564,-84998.1250,32.6749,-2.3113,29.7157,0
-15195.9531,-84999.3047,32.5918,-2.3120,32.2860,0
-15196.9688,-85000.3828,32.5357,-2.3124,26.6494,0
-15198.0273,-85001.5312,32.4526,-2.3128,25.6307,0
-15199.0977,-85002.6953,32.3725,-2.3134,25.2768,0
-15200.2373,-85003.9219,32.2954,-2.3139,30.7398,0
-15201.3164,-85005.0859,32.2282,-2.3135,29.9352,0
-15202.3955,-85006.2500,32.1541,-2.3106,29.1299,0
-15203.4854,-85007.4375,32.0648,-2.3086,28.3197,0
-15204.5684,-85008.6328,31.9794,-2.3062,29.3406,0
-15205.6758,-85009.8359,31.9003,-2.3041,29.9347,0
-15206.7568,-85011.0156,31.8229,-2.3019,29.6049,0
-15207.8232,-85012.1953,31.7491,-2.2986,28.7090,0
-15208.9219,-85013.4141,31.6576,-2.2926,28.4287,0
-15210.0264,-85014.6406,31.5576,-2.2874,28.5952,0
-15211.1113,-85015.8750,31.4887,-2.2838,29.5595,0
-15212.2246,-85017.1484,31.3834,-2.2803,32.2569,0
-15213.2783,-85018.3594,31.2821,-2.2758,29.7515,0
-15214.3457,-85019.6094,31.1994,-2.2745,29.5250,0
-15215.4307,-85020.8750,31.1266,-2.2748,30.2895,0
-15216.5039,-85022.1328,31.0459,-2.2755,28.9290,0
-15217.5967,-85023.3984,30.9611,-2.2751,28.3990,0
-15218.7227,-85024.7031,30.8750,-2.2741,30.6879,0
-15219.8379,-85026.0078,30.7803,-2.2730,31.6042,0
-15220.9355,-85027.2891,30.7042,-2.2723,31.0899,0
-15222.0215,-85028.5469,30.6198,-2.2718,30.4151,0
-15223.1553,-85029.8750,30.5376,-2.2716,31.6328,0
-15224.2607,-85031.1641,30.4553,-2.2737,29.5465,0
-15225.3447,-85032.4375,30.3636,-2.2758,28.5647,0
-15226.4844,-85033.7656,30.2847,-2.2757,31.2951,0
-15227.6123,-85035.0781,30.2032,-2.2748,32.4721,0
-15228.7637,-85036.4141,30.1151,-2.2737,32.5945,0
-15229.8936,-85037.7266,30.0161,-2.2731,31.8220,0
-15231.0352,-85039.0547,29.9422,-2.2729,32.2908,0
-15232.1611,-85040.3672,29.8544,-2.2714,31.8777,0
-15233.2891,-85041.7031,29.7644,-2.2719,31.1858,0
-15234.4297,-85043.0312,29.6704,-2.2742,31.1987,0
-15235.5635,-85044.3516,29.5873,-2.2746,31.1679,0
-15236.7012,-85045.7031,29.4942,-2.2753,31.4792,0
-15237.8477,-85047.0234,29.4113,-2.2765,30.4748,0
-15239.0059,-85048.3594,29.3244,-2.2769,33.0747,0
-15240.1699,-85049.7109,29.2343,-2.2756,32.3988,0
-15241.3232,-85051.0391,29.1517,-2.2754,32.4573,0
-15242.4902,-85052.4062,29.0495,-2.2749,32.6326,0
-15243.6396,-85053.7422,28.9626,-2.2748,30.8414,0
-15244.8623,-85055.1719,28.8669,-2.2741,32.7965,0
-15246.0225,-85056.5547,28.7938,-2.2739,32.8184,0
-15247.2021,-85057.9297,28.6963,-2.2739,32.5006,0
-15248.4053,-85059.3047,28.6051,-2.2752,32.6359,0
-15249.6055,-85060.6875,28.5176,-2.2765,32.7466,0
-15250.7949,-85062.0547,28.4316,-2.2763,32.7381,0
-15251.9854,-85063.4609,28.3383,-2.2740,34.2556,0
-15253.1875,-85064.8516,28.2486,-2.2718,34.1224,0
-15254.3984,-85066.2188,28.1651,-2.2687,33.6790,0
-15255.5801,-85067.6094,28.0766,-2.2671,32.9484,0
-15256.7822,-85069.0391,27.9910,-2.2655,33.2070,0
-15257.9834,-85070.4297,27.8947,-2.2624,32.5657,0
-15259.1611,-85071.8281,27.8225,-2.2594,33.5686,0
-15260.3291,-85073.2578,27.6943,-2.2566,33.0360,0
-15261.5186,-85074.7031,27.6175,-2.2553,33.8487,0
-15262.7090,-85076.1484,27.5403,-2.2527,33.6582,0
-15263.8848,-85077.5938,27.4515,-2.2513,33.7336,0
-15265.1006,-85079.0781,27.3468,-2.2504,35.1310,0
-15266.2637,-85080.4844,27.2668,-2.2498,34.2945,0
-15267.4561,-85081.9453,27.1897,-2.2485,33.8161,0
-15268.6553,-85083.4062,27.0818,-2.2486,33.8841,0
-15269.8789,-85084.9062,26.9676,-2.2487,35.5273,0
-15271.0596,-85086.3359,26.8842,-2.2487,31.8145,0
-15271.7012,-85087.1172,26.8338,-2.2480,36.4093,0
-15272.8848,-85088.5859,26.7422,-2.2477,35.6080,0
-15274.0879,-85090.0547,26.6467,-2.2476,35.2868,0
-15275.3242,-85091.5703,26.5603,-2.2467,35.4194,0
-15276.5391,-85093.0625,26.4696,-2.2463,35.9600,0
-15277.7520,-85094.5625,26.3759,-2.2455,35.9170,0
-15278.9453,-85096.0469,26.2894,-2.2473,35.2013,0
-15280.1787,-85097.5469,26.1932,-2.2495,34.8636,0
-15281.3926,-85099.0391,26.1005,-2.2518,34.4167,0
-15282.6279,-85100.5625,25.9956,-2.2565,35.5991,0
-15283.8662,-85102.0469,25.9130,-2.2608,35.0611,0
-15285.1279,-85103.5625,25.8150,-2.2637,35.1689,0
-15286.3701,-85105.0391,25.7377,-2.2671,33.6760,0
-15287.6338,-85106.5234,25.6390,-2.2697,35.4966,0
-15288.3027,-85107.2891,25.5823,-2.2702,36.6202,0
-15289.5420,-85108.7422,25.5080,-2.2713,35.0983,0
-15290.8086,-85110.2266,25.4437,-2.2711,35.3936,0
-15292.0674,-85111.7031,25.3605,-2.2710,34.4346,0
-15292.7246,-85112.4844,25.3224,-2.2713,36.7430,0
-15293.3799,-85113.2500,25.2829,-2.2716,36.2754,0
-15294.6523,-85114.7344,25.2192,-2.2721,35.8295,0
-15295.9404,-85116.2344,25.1475,-2.2728,35.7764,0
-15297.1973,-85117.7109,25.0783,-2.2743,35.0044,0
-15298.4639,-85119.1797,25.0230,-2.2766,34.5525,0
-15299.7236,-85120.6250,24.9698,-2.2767,34.2341,0
-15300.3906,-85121.4062,24.9548,-2.2774,36.9547,0
-15301.6631,-85122.8828,24.8982,-2.2776,35.9751,0
-15302.9141,-85124.3281,24.8446,-2.2768,35.0007,0
-15304.1553,-85125.7500,24.8342,-2.2758,33.7492,0
-15305.4102,-85127.2109,24.7999,-2.2748,34.9963,0
-15306.6504,-85128.6719,24.7711,-2.2736,34.5510,0
-15307.9062,-85130.1328,24.7337,-2.2724,34.8499,0
-15309.1279,-85131.5781,24.7073,-2.2711,33.5574,0
-15310.3447,-85133.0156,24.6744,-2.2702,33.6539,0
-15311.5469,-85134.4219,24.6643,-2.2719,32.8216,0
-15312.7490,-85135.8281,24.6470,-2.2726,32.7522,0
-15313.9463,-85137.2266,24.6484,-2.2744,32.8402,0
-15315.1582,-85138.6250,24.6369,-2.2759,33.8851,0
-15316.3486,-85140.0000,24.6042,-2.2775,32.5448,0
-15317.5381,-85141.3750,24.5987,-2.2762,33.8234,0
-15318.7031,-85142.7266,24.6110,-2.2760,32.9340,0
-15319.8496,-85144.0625,24.6161,-2.2747,31.5620,0
-15321.0068,-85145.4141,24.6222,-2.2744,32.0547,0
-15322.1738,-85146.7812,24.6146,-2.2739,32.3578,0
-15323.2920,-85148.0938,24.6137,-2.2734,29.7895,0
-15324.4160,-85149.4062,24.6059,-2.2758,29.9954,0
-15325.5596,-85150.7344,24.6119,-2.2767,31.4589,0
-15326.6924,-85152.0234,24.6118,-2.2771,30.2529,0
-15327.8057,-85153.3203,24.6074,-2.2770,30.9873,0
-15328.9307,-85154.6172,24.6138,-2.2771,31.3883,0
-15330.0674,-85155.9453,24.6086,-2.2768,32.8553,0
-15331.1836,-85157.2344,24.6149,-2.2752,29.2937,0
-15332.3379,-85158.5625,24.6165,-2.2743,31.5359,0
-15333.4463,-85159.8438,24.6251,-2.2729,30.0850,0
-15334.5088,-85161.1250,24.6267,-2.2720,30.1842,0
-15335.5879,-85162.3984,24.6274,-2.2733,29.4706,0
-15336.7236,-85163.6875,24.6166,-2.2742,31.3770,0
-15337.8096,-85164.9453,24.5923,-2.2741,30.6212,0
-15338.9082,-85166.2266,24.5921,-2.2735,30.6593,0
-15339.9795,-85167.4844,24.5924,-2.2727,29.9939,0
-15341.0918,-85168.7734,24.5987,-2.2722,29.9882,0
-15342.1592,-85170.0234,24.5978,-2.2710,30.1233,0
-15343.1953,-85171.2656,24.5969,-2.2720,29.9990,0
-15344.2734,-85172.5156,24.5981,-2.2740,29.2438,0
-15345.3369,-85173.7578,24.5811,-2.2744,30.1101,0
-15346.3848,-85174.9844,24.5893,-2.2755,28.5891,0
-15347.4473,-85176.1875,24.5830,-2.2750,28.0990,0
-15348.5293,-85177.4688,24.5988,-2.2744,29.9714,0
-15349.5918,-85178.7031,24.5871,-2.2740,29.6602,0
-15350.6406,-85179.9141,24.5784,-2.2729,28.9387,0
-15351.6914,-85181.1562,24.5636,-2.2731,28.9861,0
-15352.7480,-85182.3828,24.5665,-2.2751,28.7532,0
-15353.8252,-85183.6406,24.5621,-2.2762,30.1886,0
-15354.9189,-85184.8828,24.5491,-2.2767,29.8018,0
-15355.9707,-85186.1094,24.5527,-2.2765,28.5889,0
-15357.0459,-85187.3672,24.5435,-2.2766,29.9695,0
-15358.1123,-85188.5938,24.5399,-2.2771,29.4046,0
-15359.1787,-85189.8203,24.5459,-2.2747,29.5455,0
-15360.2568,-85191.0703,24.5396,-2.2719,29.1010,0
-15361.3350,-85192.3438,24.5218,-2.2694,29.8035,0
-15362.3779,-85193.5859,24.5365,-2.2703,29.6267,0
-15363.4453,-85194.8516,24.5379,-2.2690,30.5263,0
-15364.5059,-85196.0859,24.5349,-2.2680,28.5441,0
-15365.5771,-85197.3359,24.5303,-2.2669,28.9254,0
-15366.6523,-85198.6094,24.5383,-2.2649,30.6608,0
-15367.7051,-85199.8672,24.5471,-2.2616,29.4798,0
-15368.7539,-85201.1406,24.5381,-2.2596,30.9669,0
-15369.7793,-85202.3594,24.5292,-2.2583,28.4167,0
-15370.8320,-85203.6094,24.5335,-2.2569,29.3453,0
-15371.8994,-85204.8906,24.5307,-2.2538,29.9847,0
-15372.9248,-85206.1328,24.5219,-2.2512,27.8509,0
-15373.9609,-85207.4141,24.5286,-2.2485,28.0820,0
-15374.9619,-85208.6641,24.5172,-2.2462,28.5381,0
-15376.0059,-85209.9453,24.5184,-2.2437,30.5592,0
-15377.0205,-85211.2109,24.5206,-2.2420,29.5321,0
-15378.0225,-85212.4375,24.5150,-2.2382,28.3535,0
-15379.0234,-85213.7031,24.5132,-2.2357,29.1665,0
-15380.0332,-85214.9922,24.4991,-2.2323,28.9878,0
-15381.0029,-85216.2266,24.5081,-2.2298,27.1382,0
-15381.9961,-85217.4766,24.5196,-2.2268,29.0613,0
-15382.9727,-85218.7344,24.5141,-2.2243,28.5358,0
-15383.9629,-85220.0078,24.5221,-2.2218,29.3955,0
-15384.9326,-85221.2812,24.5109,-2.2197,29.3818,0
-15385.8994,-85222.5312,24.5033,-2.2175,28.8122,0
-15386.8857,-85223.8516,24.5027,-2.2150,29.6221,0
-15387.8604,-85225.1250,24.4969,-2.2127,28.4785,0
-15388.8428,-85226.4297,24.4894,-2.2100,29.8765,0
-15389.8350,-85227.7578,24.4881,-2.2074,31.8706,0
-15390.7852,-85229.0000,24.5032,-2.2051,28.1634,0
-15391.7617,-85230.3125,24.4903,-2.2027,30.3888,0
-15392.6748,-85231.5547,24.4999,-2.1990,27.1070,0
-15393.6465,-85232.8594,24.4828,-2.1936,29.6149,0
-15394.5674,-85234.1406,24.4903,-2.1902,28.5723,0
-15395.4854,-85235.4297,24.4880,-2.1870,29.6801,0
-15396.4150,-85236.7422,24.4853,-2.1842,28.6945,0
-15397.3242,-85238.0078,24.4788,-2.1816,27.9122,0
-15398.2412,-85239.3047,24.4807,-2.1800,29.4847,0
-15399.1660,-85240.6016,24.4701,-2.1777,29.0162,0
-15400.0605,-85241.8828,24.4583,-2.1750,28.2708,0
-15400.9414,-85243.1719,24.4677,-2.1725,27.9263,0
-15401.8555,-85244.4766,24.4571,-2.1697,28.7680,0
-15402.7461,-85245.7656,24.4610,-2.1675,28.4731,0
-15403.6494,-85247.1016,24.4645,-2.1652,29.1664,0
-15404.5566,-85248.4297,24.4564,-2.1634,27.7746,0
-15405.4385,-85249.7266,24.4510,-2.1612,27.8764,0
-15406.3340,-85251.0703,24.4526,-2.1588,29.0454,0
-15407.2295,-85252.3984,24.4554,-2.1559,28.5904,0
-15408.1016,-85253.7109,24.4449,-2.1528,29.1140,0
-15408.9980,-85255.0625,24.4477,-2.1491,29.0025,0
-15409.8564,-85256.3516,24.4510,-2.1456,28.0570,0
-15410.7422,-85257.7188,24.4561,-2.1428,28.5812,0
-15411.5947,-85259.0391,24.4632,-2.1402,28.2572,0
-15412.4824,-85260.4297,24.4552,-2.1381,29.0697,0
-15413.3594,-85261.7734,24.4348,-2.1358,28.9156,0
-15414.2178,-85263.1094,24.4385,-2.1333,29.2598,0
-15415.0732,-85264.4453,24.4475,-2.1305,27.5804,0
-15415.9092,-85265.7969,24.4443,-2.1284,27.3970,0
-15416.7617,-85267.1719,24.4363,-2.1259,27.0732,0
-15417.6260,-85268.5234,24.4344,-2.1227,27.1123,0
-15418.4951,-85269.8906,24.4332,-2.1206,30.9291,0
-15419.3291,-85271.2344,24.4410,-2.1166,29.4608,0
-15420.1455,-85272.5703,24.4397,-2.1138,28.1210,0
-15420.9902,-85273.9688,24.4373,-2.1122,28.4841,0
-15421.8311,-85275.3359,24.4413,-2.1106,27.4118,0
-15422.6777,-85276.7266,24.4322,-2.1095,29.8979,0
-15423.5225,-85278.1250,24.4312,-2.1088,32.4056,0
-15424.3301,-85279.4375,24.4351,-2.1075,29.7063,0
-15425.1475,-85280.7969,24.4385,-2.1061,27.5199,0
-15425.9854,-85282.2031,24.4321,-2.1052,26.9565,0
-15426.8018,-85283.5703,24.4334,-2.1047,28.4691,0
-15427.6494,-85285.0000,24.4294,-2.1057,30.3040,0
-15428.4590,-85286.3438,24.4309,-2.1061,29.6061,0
-15429.2793,-85287.7266,24.4302,-2.1051,29.1226,0
-15430.1094,-85289.1094,24.4359,-2.1031,27.4963,0
-15430.9150,-85290.4531,24.4305,-2.1018,28.0843,0
-15431.7754,-85291.9219,24.4212,-2.1019,31.2818,0
-15432.5859,-85293.2656,24.4141,-2.1038,28.9966,0
-15433.3750,-85294.6016,24.4177,-2.1040,28.1120,0
-15434.2344,-85296.0234,24.4182,-2.1036,28.2811,0
-15435.0635,-85297.4219,24.4223,-2.1051,29.4359,0
-15435.9033,-85298.8047,24.3959,-2.1048,30.4889,0
-15436.7295,-85300.2031,24.4328,-2.1040,29.0542,0
-15437.5518,-85301.5703,24.4264,-2.1046,28.9214,0
-15438.4150,-85303.0234,24.4090,-2.1044,30.6723,0
-15439.2363,-85304.3906,24.3894,-2.1038,28.5023,0
-15440.0859,-85305.7969,24.3815,-2.1046,28.6094,0
-15440.8994,-85307.1719,24.3806,-2.1040,29.2997,0
-15441.7393,-85308.5859,24.3816,-2.1042,27.4042,0
-15442.6826,-85310.1406,24.3742,-2.1046,35.0926,0
-15443.5078,-85311.5391,24.3721,-2.1049,29.9832,0
-15444.2988,-85312.8359,24.3798,-2.1053,25.7188,0
-15445.1748,-85314.3047,24.3827,-2.1055,32.2508,0
-15445.9834,-85315.6562,24.3920,-2.1053,27.5734,0
-15446.9111,-85317.1953,24.3785,-2.1057,30.8675,0
-15447.8506,-85318.7578,24.3753,-2.1065,34.5429,0
-15448.7588,-85320.2500,24.3932,-2.1080,29.8726,0
-15449.5303,-85321.5391,24.3836,-2.1095,33.0280,0
-15450.3945,-85322.9766,24.3813,-2.1101,31.1452,0
-15451.2520,-85324.4141,24.3940,-2.1083,28.8725,0
-15451.7705,-85325.2734,24.4109,-2.1076,36.1118,0
-15452.6143,-85326.6641,24.4173,-2.1076,26.2807,0
-15453.4775,-85328.1172,24.4233,-2.1063,28.1035,0
-15454.3574,-85329.5859,24.4510,-2.1057,31.1407,0
-15455.2988,-85331.1250,24.4721,-2.1058,29.5866,0
-15456.1211,-85332.5000,24.4944,-2.1084,27.5401,0
-15457.0771,-85334.0703,24.5125,-2.1091,32.5377,0
-15457.9766,-85335.5391,24.5305,-2.1098,30.8972,0
-15458.8633,-85337.0156,24.5285,-2.1095,30.5256,0
-15459.7402,-85338.4609,24.5527,-2.1094,29.9096,0
-15460.7285,-85340.0703,24.5731,-2.1091,37.4281,0
-15461.5859,-85341.4922,24.5820,-2.1085,30.5140,0
-15462.6074,-85343.1875,24.5983,-2.1083,38.7437,0
-15463.4277,-85344.5312,24.6257,-2.1083,32.2933,0
-15464.5176,-85346.3594,24.6677,-2.1075,43.2001,0
-15465.2686,-85347.6016,24.6923,-2.1073,31.5996,0
-15466.1338,-85349.0391,24.7074,-2.1070,30.1222,0
-15466.9980,-85350.4688,24.7457,-2.1063,29.8770,0
-15467.8555,-85351.9219,24.7821,-2.1058,30.6218,0
-15468.8457,-85353.5469,24.8210,-2.1043,35.4754,0
-15469.7139,-85355.0156,24.8554,-2.1042,28.5062,0
-15470.4766,-85356.2969,24.8629,-2.1047,28.5008,0
-15471.3545,-85357.7969,24.9164,-2.1053,31.8533,0
-15472.2041,-85359.1953,24.9645,-2.1049,23.2769,0
-15472.7197,-85360.0703,24.9927,-2.1045,36.5280,0
-15473.9629,-85362.1328,25.0337,-2.1050,31.1930,0
-15474.8203,-85363.5391,25.0802,-2.1050,31.1151,0
-15475.5049,-85364.7109,25.1165,-2.1065,30.3035,0
-15476.3076,-85366.0391,25.1525,-2.1066,22.7254,0
-15477.0918,-85367.3438,25.1875,-2.1066,22.6257,0
-15477.9326,-85368.7344,25.2356,-2.1066,29.8900,0
-15478.6738,-85369.9531,25.2607,-2.1067,27.5453,0
-15479.4502,-85371.2500,25.3007,-2.1069,26.7904,0
-15480.2275,-85372.5391,25.3404,-2.1069,26.8873,0
-15480.9609,-85373.7578,25.3686,-2.1071,26.2560,0
-15481.6201,-85374.8594,25.4133,-2.1073,23.0919,0
-15482.3506,-85376.0625,25.4466,-2.1072,20.2190,0
-15483.0742,-85377.2812,25.4886,-2.1069,28.9893,0
-15483.7266,-85378.3594,25.5166,-2.1062,23.9558,0
-15484.4023,-85379.5000,25.5527,-2.1047,20.5170,0
-15485.1250,-85380.6953,25.6019,-2.1027,25.9398,0
-15485.7393,-85381.7109,25.6144,-2.1024,21.7813,0
-15486.4082,-85382.8359,25.6399,-2.1038,20.9471,0
-15487.0459,-85383.9141,25.6812,-2.1055,25.1475,0
-15487.6416,-85384.9062,25.7083,-2.1055,19.9788,0
-15488.3066,-85386.0156,25.7370,-2.1045,25.7251,0
-15488.8711,-85386.9531,25.7542,-2.1045,20.1393,0
-15489.4902,-85387.9844,25.7844,-2.1037,18.7590,0
-15490.0742,-85388.9609,25.8098,-2.1034,22.8142,0
-15490.6201,-85389.9062,25.8463,-2.1046,18.2016,0
-15491.2334,-85390.9141,25.8763,-2.1049,23.0760,0
-15492.0557,-85392.2812,25.9149,-2.1060,21.5299,0
-15492.5918,-85393.1719,25.9395,-2.1064,16.7666,0
-15493.1611,-85394.0938,25.9557,-2.1065,22.0980,0
-15493.8906,-85395.3281,25.9869,-2.1071,17.3059,0
-15494.4443,-85396.2266,26.0055,-2.1076,19.1488,0
-15495.2168,-85397.5078,26.0485,-2.1071,19.9331,0
-15495.8994,-85398.6562,26.0815,-2.1066,15.3088,0
-15496.4238,-85399.5078,26.1078,-2.1055,17.7973,0
-15497.0957,-85400.6406,26.1486,-2.1036,17.1460,0
-15497.7812,-85401.8047,26.1747,-2.1039,14.6931,0
-15498.4580,-85402.9297,26.2246,-2.1044,16.4116,0
-15499.0684,-85403.9375,26.2530,-2.1049,13.6157,0
-15499.7158,-85405.0156,26.2805,-2.1050,14.3835,0
-15500.3086,-85406.0078,26.3038,-2.1047,14.5321,0
-15500.9014,-85407.0000,26.3281,-2.1046,13.6097,0
-15501.4766,-85407.9531,26.3597,-2.1043,14.1657,0
-15502.0078,-85408.8594,26.3918,-2.1051,12.2341,0
-15502.5762,-85409.7969,26.4173,-2.1061,13.1465,0
-15503.2725,-85410.9531,26.4540,-2.1072,12.8598,0
-15503.8135,-85411.8516,26.4834,-2.1064,11.9194,0
-15504.4873,-85412.9688,26.5225,-2.1060,12.3612,0
-15505.1338,-85414.0391,26.5549,-2.1071,10.6103,0
-15505.8076,-85415.1641,26.5854,-2.1074,11.7742,0
-15506.4453,-85416.2109,26.6088,-2.1065,11.3859,0
-15507.1074,-85417.3203,26.6343,-2.1067,10.6575,0
-15507.7842,-85418.4531,26.6682,-2.1070,12.6591,0
-15508.4414,-85419.5312,26.7029,-2.1072,11.8647,0
-15508.9619,-85420.3984,26.7315,-2.1075,11.7677,0
-15509.6309,-85421.5000,26.7777,-2.1073,12.6538,0
-15510.1523,-85422.3750,26.7928,-2.1077,10.9275,0
-15510.6904,-85423.2578,26.8307,-2.1083,12.9345,0
-15511.2324,-85424.1719,26.8444,-2.1087,11.7891,0
-15511.7949,-85425.1016,26.8718,-2.1089,13.9253,0
-15512.3594,-85426.0234,26.8929,-2.1078,12.1861,0
-15512.9629,-85427.0234,26.9331,-2.1078,13.8357,0
-15513.5342,-85427.9766,26.9470,-2.1078,13.4833,0
-15514.1602,-85429.0078,26.9817,-2.1082,14.1580,0
-15514.7900,-85430.0312,27.0140,-2.1084,14.9533,0
-15515.4023,-85431.0781,27.0322,-2.1069,13.9060,0
-15516.0664,-85432.1562,27.0684,-2.1064,16.0355,0
-15516.7197,-85433.2578,27.0996,-2.1074,15.8161,0
-15517.4131,-85434.4062,27.1271,-2.1073,15.3812,0
-15518.1221,-85435.5781,27.1505,-2.1062,17.2775,0
-15518.8291,-85436.7500,27.1857,-2.1063,17.7127,0
-15519.5352,-85437.9375,27.2147,-2.1069,16.3542,0
-15520.2666,-85439.1484,27.2709,-2.1081,16.6481,0
-15521.0176,-85440.3672,27.2994,-2.1070,17.6521,0
-15521.7578,-85441.6094,27.3407,-2.1067,17.1775,0
-15522.2764,-85442.4844,27.3692,-2.1057,18.6019,0
-15523.0410,-85443.7500,27.4133,-2.1062,18.4523,0
